oid,mjd,fid,ra,dec,isdiffpos,mag_used,err_used
ZTF18aajtltx,59879.15781249991,1,274.3822499,58.4936734,1,18.195581,0.1162112
ZTF18aajtltx,59879.20482640015,1,274.3824259,58.4935905,1,18.291367,0.0842022
ZTF18aajtltx,59879.24483799981,1,274.3823397,58.4936405,1,18.29731,0.10721464
ZTF18aajtltx,59881.11916670017,1,274.3822413,58.4936943,1,17.979675,0.10154149
ZTF18aajtltx,59881.1201272998,1,274.3822386,58.4936257,1,18.340681,0.07263009
ZTF18aajtltx,59881.12060189992,1,274.3822477,58.4936674,1,18.27068,0.091040775
ZTF18aajtltx,59881.17864579987,2,274.3822711,58.4936422,1,17.673283,0.05801073
ZTF18aajtltx,59881.17960650008,2,274.3822582,58.4935947,1,17.683912,0.054194238
ZTF18aajtltx,59881.180081000086,2,274.3820685,58.4936336,1,17.635744,0.080394916
ZTF18aajtltx,59885.15888890019,1,274.3822629,58.4937078,1,18.218102,0.12829089
ZTF18aajtltx,59887.1400462999,2,274.3822906,58.4936517,1,17.496065,0.07145036
ZTF18aajtltx,59887.14201389998,2,274.3822215,58.4936246,1,17.532799,0.05288057
ZTF18aajtltx,59887.15317129996,1,274.3821716,58.4937126,1,18.032055,0.1306501
ZTF18aajtltx,59887.207245400175,1,274.3821688,58.4936958,1,18.319983,0.11175139
ZTF18aajtltx,59888.11478010006,2,274.382249,58.4936421,1,17.65756,0.100018755
ZTF18aajtltx,59888.17550930008,1,274.3821966,58.4936718,1,18.063654,0.17544907
ZTF18aajtltx,59889.12393519981,1,274.3823336,58.4935905,1,18.114094,0.1043362
ZTF18aajtltx,59889.12440969981,1,274.3822719,58.4936034,1,18.26566,0.090289354
ZTF18aajtltx,59889.137303200085,2,274.3822744,58.493629,1,17.647099,0.06902613
ZTF18aajtltx,59889.13776620012,2,274.3823091,58.4936322,1,17.496403,0.058447033
ZTF18aajtltx,59890.13593749981,1,274.3822638,58.493658,1,18.123985,0.09499825
ZTF18aajtltx,59894.156990699936,2,274.3822563,58.4936659,1,17.595804,0.067361355
ZTF18aajtltx,59894.15746530006,2,274.382284,58.4935994,1,17.553051,0.07092904
ZTF18aajtltx,59894.18266199995,1,274.3822158,58.4935849,1,18.111343,0.095482536
ZTF18aajtltx,59895.10407410003,2,274.3823536,58.4936345,1,17.642479,0.057302047
ZTF18aajtltx,59895.1607638998,1,274.3822592,58.4936574,1,18.323378,0.09421225
ZTF18aajtltx,59896.11270829989,2,274.3821988,58.493669,1,17.45789,0.067626156
ZTF18aajtltx,59896.1136690001,2,274.3822482,58.4936172,1,17.667286,0.07679307
ZTF18aajtltx,59896.15261569992,1,274.3822718,58.4937332,1,18.15132,0.10683388
ZTF18aajtltx,59896.15309030004,1,274.3822378,58.4936053,1,18.17654,0.09811215
ZTF18aajtltx,59897.14078699984,1,274.3821923,58.4936821,1,18.241592,0.07775172
ZTF18aajtltx,59897.17583330022,2,274.3822854,58.4936269,1,17.726034,0.06303512
ZTF18aajtltx,59898.1108448999,1,274.3822429,58.4936899,1,18.066248,0.11734618
ZTF18aajtltx,59898.111319399904,1,274.3822663,58.4936138,1,18.417646,0.12740737
ZTF18aajtltx,59899.11890049977,2,274.382219,58.4936723,1,17.523573,0.079176426
ZTF18aajtltx,59899.15582180023,1,274.3822285,58.4937399,1,18.318426,0.12881769
ZTF18aajtltx,59900.1150463,2,274.3822129,58.4936184,1,17.622572,0.07701575
ZTF18aajtltx,59900.1155208,2,274.3820908,58.4936132,1,17.65118,0.07733073
ZTF18aajtltx,59900.13715279987,1,274.3822837,58.4935614,1,18.254593,0.10930566
ZTF18aajtltx,59902.13623839989,2,274.3824868,58.4935299,1,17.673721,0.071049176
ZTF18aajtltx,59902.136701399926,2,274.382269,58.4935655,1,17.541956,0.08352936
ZTF18aajtltx,59903.13998840004,2,274.382389,58.4936505,1,17.484268,0.083324015
ZTF18aajtltx,59904.110625000205,2,274.3822677,58.4936517,1,17.486574,0.09703777
ZTF18aajtltx,59904.11109950021,2,274.3822615,58.4936469,1,17.59155,0.07611991
ZTF18aajtltx,59904.14275459992,1,274.3821758,58.4936667,1,18.394173,0.116141364
ZTF18aajtltx,59904.14322920004,1,274.3819534,58.493591,1,18.51605,0.10748418
ZTF18aajtltx,59905.13614579989,2,274.3822919,58.4936479,1,17.501326,0.050632257
ZTF18aajtltx,59906.13974539982,2,274.3822505,58.4936642,1,17.716528,0.058653668
ZTF18aajtltx,59906.14021989983,2,274.382218,58.4936288,1,17.683043,0.082930125
ZTF18aajtltx,59907.11725689983,1,274.3821359,58.4935366,1,18.016068,0.11343817
ZTF18aajtltx,59907.15968749998,2,274.3819902,58.4935345,1,17.580404,0.093813695
ZTF18aajtltx,59909.10383100016,2,274.3823021,58.4936489,1,17.550898,0.08139338
ZTF18aajtltx,59909.12826390006,2,274.3822761,58.4936371,1,17.6111,0.07007258
ZTF18aajtltx,59909.15584489983,1,274.382202,58.4936442,1,18.037369,0.07524212
ZTF18aajtltx,59913.138726899866,2,274.3821783,58.4936108,1,17.690685,0.054756813
ZTF18aajtltx,59967.51199069992,2,274.3825042,58.4935332,1,17.62973,0.07685755
ZTF18aajtltx,59967.51246530004,2,274.3821108,58.493699,1,17.497639,0.08212278
ZTF18aajtltx,59971.51704860013,2,274.3825235,58.4934967,1,17.712614,0.0644796
ZTF18aajtltx,59977.49702550005,1,274.3820583,58.4936378,1,18.293892,0.10721702
ZTF18aajtltx,59977.502569399774,2,274.3823418,58.4936982,1,17.645266,0.07177037
ZTF18aajtltx,59977.503043999895,2,274.3821762,58.4936088,1,17.740389,0.081419095
ZTF18aajtltx,59984.49396990007,1,274.3822656,58.4936468,1,18.557795,0.14020036
ZTF18aajtltx,59984.49444440007,1,274.382322,58.4936624,1,18.408417,0.11593625
ZTF18aajtltx,59993.46726850001,1,274.3824137,58.493665,1,18.76893,0.16912974
ZTF18aajtltx,59994.472326400224,2,274.3823433,58.4936204,1,17.721062,0.07571573
ZTF18aajtltx,59994.531400499865,1,274.3823209,58.4936521,1,18.38445,0.103310965
ZTF18aajtltx,59996.4704167,1,274.3818431,58.4937508,1,18.568874,0.15015306
ZTF18aajtltx,59996.49616899993,2,274.3823093,58.4935905,1,17.75481,0.08019225
ZTF18aajtltx,60016.514398099855,2,274.3822454,58.4936048,1,17.775791,0.06609874
ZTF18aajtltx,60016.51486109989,2,274.3822008,58.493614,1,17.799908,0.065678954
ZTF18aajtltx,60020.38828699989,2,274.3822585,58.4936359,1,17.62379,0.093957625
ZTF18aajtltx,60020.50668979995,1,274.3820775,58.4938111,1,18.248175,0.1408965
ZTF18aajtltx,60021.37040509982,1,274.3821393,58.4938258,1,18.552902,0.18261874
ZTF18aajtltx,60021.48938659998,2,274.3823745,58.4936228,1,17.866182,0.057937272
ZTF18aajtltx,60021.48984949989,2,274.3823135,58.4936393,1,17.684296,0.06248121
ZTF18aajtltx,60029.50827550003,1,274.3822573,58.4937282,1,18.302916,0.103022896
ZTF18aajtltx,60032.43635419989,2,274.3823426,58.4936623,1,17.796326,0.06697591
ZTF18aajtltx,60032.436817099806,2,274.3822887,58.4936456,1,17.765186,0.08059146
ZTF18aajtltx,60032.4556481,2,274.3822837,58.4936499,1,17.783049,0.07326506
ZTF18aajtltx,60032.469201399945,1,274.3822941,58.4935926,1,18.659342,0.12053672
ZTF18aajtltx,60032.47210650006,1,274.3822862,58.493686,1,18.421864,0.09519762
ZTF18aajtltx,60042.40364579996,1,274.3823275,58.4936709,1,18.175207,0.11169904
ZTF18aajtltx,60042.40652780002,1,274.3822208,58.4935974,1,18.562887,0.13711303
ZTF18aajtltx,60042.406990699936,1,274.382322,58.4936917,1,17.978748,0.14466396
ZTF18aajtltx,60042.4469444002,2,274.382282,58.493636,1,17.70395,0.097174846
ZTF18aajtltx,60042.44741899986,2,274.3824587,58.4937601,1,17.518559,0.087698154
ZTF18aajtltx,60042.47155090002,2,274.3823117,58.4936313,1,17.521442,0.07617046
ZTF18aajtltx,60044.40524310013,2,274.3823069,58.4936104,1,17.52773,0.07686902
ZTF18aajtltx,60044.42887730012,2,274.382272,58.493627,1,17.775063,0.09173149
ZTF18aajtltx,60044.43028939981,2,274.382354,58.4936274,1,17.657516,0.08496518
ZTF18aajtltx,60044.46981480019,1,274.3822686,58.4937112,1,18.132353,0.12311368
ZTF18aajtltx,60044.47028939985,1,274.3822938,58.4935805,1,18.616327,0.15632822
ZTF18aajtltx,60044.49187499983,1,274.3823028,58.4936273,1,18.293407,0.069318555
ZTF18aajtltx,60046.37065970013,2,274.3822732,58.493671,1,17.54888,0.12776415
ZTF18aajtltx,60046.38274310017,2,274.3822967,58.4936393,1,17.7375,0.05263292
ZTF18aajtltx,60046.47624999983,1,274.3823518,58.4937134,1,18.049032,0.19596155
ZTF18aajtltx,60046.47672449984,1,274.3822906,58.4936553,1,18.430267,0.122645825
ZTF18aajtltx,60049.44858800015,1,274.3823009,58.4937148,1,18.28481,0.10620982
ZTF18aajtltx,60049.48549770005,2,274.3823306,58.4935584,1,17.83803,0.07774308
ZTF18aajtltx,60051.3664119998,1,274.3823616,58.4936126,1,18.46808,0.12477965
ZTF18aajtltx,60051.43471059995,2,274.3822948,58.4936222,1,17.654785,0.061160874
ZTF18aajtltx,60051.43621530011,2,274.3823517,58.4936609,1,17.573484,0.08476124
ZTF18aajtltx,60051.44655090012,2,274.382261,58.4936386,1,17.503319,0.096551396
ZTF18aajtltx,60051.47239580005,1,274.3821927,58.4936561,1,18.253237,0.12658533
ZTF18aajtltx,60051.472870400175,1,274.3823207,58.4936949,1,18.248465,0.07759073
ZTF18aajtltx,60053.44490739983,2,274.3823026,58.4936366,1,17.612808,0.0596256
ZTF18aajtltx,60053.47405089997,1,274.3823067,58.4936495,1,18.451118,0.12182649
ZTF18aajtltx,60054.40192130022,2,274.3822926,58.4936712,1,17.629257,0.121509805
ZTF18aajtltx,60054.472986099776,2,274.382297,58.4936726,1,17.769909,0.084598
ZTF18aajtltx,60056.44812500011,1,274.3823228,58.493661,1,18.457853,0.06679782
ZTF18aajtltx,60056.44909719983,1,274.382377,58.4935907,1,18.67318,0.1560898
ZTF18aajtltx,60056.44956019986,1,274.3822053,58.4936703,1,18.297735,0.12700929
ZTF18aajtltx,60056.47243059985,2,274.3823752,58.4936266,1,17.781427,0.05396692
ZTF18aajtltx,60056.47290509986,2,274.3822869,58.4936481,1,17.758856,0.074297875
ZTF18aajtltx,60056.47337959986,2,274.3822273,58.493607,1,17.67508,0.060633034
ZTF18aajtltx,60058.42223379994,2,274.382259,58.4936947,1,17.53048,0.12833036
ZTF18aajtltx,60058.44853009982,2,274.3822836,58.4936561,1,17.706835,0.07780299
ZTF18aajtltx,60058.44900459983,2,274.3823357,58.4936852,1,17.599934,0.082693785
ZTF18aajtltx,60058.47204860021,1,274.382274,58.4936454,1,18.385296,0.0860809
ZTF18aajtltx,60058.47300929995,1,274.3822792,58.4936223,1,18.545183,0.11668366
ZTF18aajtltx,60058.47348379996,1,274.3822715,58.4936553,1,18.309696,0.15600905
ZTF18aajtltx,60060.43295140006,1,274.3822794,58.4936579,1,18.399998,0.08368942
ZTF18aajtltx,60060.43495369982,1,274.3823031,58.4936193,1,18.29523,0.08171943
ZTF18aajtltx,60060.435428199824,1,274.3822428,58.4936382,1,18.185822,0.10736284
ZTF18aajtltx,60060.45004629996,2,274.3822526,58.4936211,1,17.824846,0.07088435
ZTF18aajtltx,60060.45206019981,2,274.3822938,58.4936765,1,17.643438,0.08799685
ZTF18aajtltx,60060.465138900094,2,274.382321,58.4936265,1,17.548027,0.08047074
ZTF18aajtltx,60062.4526505,1,274.3822342,58.4936815,1,18.168537,0.107553646
ZTF18aajtltx,60062.453125,1,274.3822961,58.4936242,1,18.431631,0.09991767
ZTF18aajtltx,60062.4555902998,1,274.382293,58.4936588,1,18.34446,0.06588114
ZTF18aajtltx,60062.47388890013,2,274.3823057,58.4936252,1,17.714893,0.060257692
ZTF18aajtltx,60062.47532409988,2,274.3822323,58.4936479,1,17.576962,0.06484843
ZTF18aajtltx,60062.47579859989,2,274.3822979,58.4936329,1,17.63283,0.094385594
ZTF18aajtltx,60064.4220718001,2,274.3823083,58.4936335,1,17.524479,0.033049252
ZTF18aajtltx,60064.452893500216,2,274.3823351,58.4936084,1,17.736847,0.08557807
ZTF18aajtltx,60064.45435190015,2,274.3822439,58.4936432,1,17.501266,0.100303076
ZTF18aajtltx,60064.47050930001,1,274.3823068,58.4936254,1,18.408371,0.08869835
ZTF18aajtltx,60064.47194440011,1,274.3823515,58.4936135,1,18.5259,0.174627
ZTF18aajtltx,60064.47241900023,1,274.3822578,58.493639,1,18.19472,0.09691343
ZTF18aajtltx,60072.42914350005,1,274.3823064,58.4936807,1,18.252728,0.10959287
ZTF18aajtltx,60072.43059029989,1,274.3822801,58.4935921,1,18.422222,0.07507442
ZTF18aajtltx,60072.431053199805,1,274.3823032,58.4936741,1,18.186117,0.1303204
ZTF18aajtltx,60072.441400500014,2,274.3822922,58.4936318,1,17.705473,0.065262385
ZTF18aajtltx,60072.44186339993,2,274.3822101,58.4936913,1,17.586132,0.115189366
ZTF18aajtltx,60072.46440970013,2,274.3822965,58.4936436,1,17.645966,0.071104795
ZTF18aajtltx,60076.38539349986,1,274.3822221,58.4936953,1,18.368858,0.12708887
ZTF18aajtltx,60076.385868099984,1,274.3823279,58.4935719,1,18.75155,0.16482104
ZTF18aajtltx,60076.403229199816,1,274.382277,58.4936373,1,18.441822,0.0757014
ZTF18aajtltx,60076.45429399982,2,274.3823179,58.4936325,1,17.737848,0.086211756
ZTF18aajtltx,60076.45570599986,2,274.3823199,58.4936563,1,17.78475,0.08023007
ZTF18aajtltx,60076.45619209996,2,274.3823301,58.4936288,1,17.702839,0.08484541
ZTF18aajtltx,60078.36249999981,1,274.382354,58.4937024,1,18.394127,0.08390121
ZTF18aajtltx,60078.36490740022,1,274.3823078,58.4936445,1,18.471193,0.09926325
ZTF18aajtltx,60078.36538190022,1,274.3821829,58.4936378,1,18.299974,0.096157186
ZTF18aajtltx,60078.4079167,2,274.3822856,58.4936392,1,17.628357,0.110082656
ZTF18aajtltx,60078.41082180012,2,274.382347,58.4936183,1,17.702177,0.07621305
ZTF18aajtltx,60078.44362269994,2,274.3823072,58.4936443,1,17.8099,0.07802711
ZTF18aajtltx,60081.34106480004,1,274.3822604,58.4936348,1,18.642288,0.15457131
ZTF18aajtltx,60081.34153940016,1,274.3822997,58.4936799,1,18.438766,0.10227937
ZTF18aajtltx,60081.36057869997,1,274.3823248,58.4936895,1,18.307705,0.14227481
ZTF18aajtltx,60081.38771989988,2,274.3822747,58.4936228,1,17.798159,0.078545064
ZTF18aajtltx,60081.38869210007,2,274.3823623,58.4936608,1,17.738443,0.09021649
ZTF18aajtltx,60081.406701399945,2,274.3823167,58.4936505,1,17.622843,0.08888571
ZTF18aajtltx,60083.34555559978,1,274.382288,58.4936419,1,18.545727,0.10074399
ZTF18aajtltx,60083.34603009978,1,274.3823495,58.4936838,1,18.40236,0.14767818
ZTF18aajtltx,60083.43208329985,1,274.3823595,58.4936502,1,18.518942,0.0642664
ZTF18aajtltx,60083.45356479986,2,274.3823501,58.4936391,1,17.79218,0.10003228
ZTF18aajtltx,60083.45402779989,2,274.3823247,58.4935603,1,18.02419,0.08758681
ZTF18aajtltx,60083.461087999865,2,274.3822919,58.4936477,1,17.649736,0.13614024
ZTF18aajtltx,60085.33707180014,1,274.3822639,58.4935793,1,18.662262,0.13621213
ZTF18aajtltx,60085.392210599966,1,274.3823173,58.4936481,1,18.4951,0.071011
ZTF18aajtltx,60085.39268520009,1,274.3822574,58.4936715,1,18.324091,0.12480742
ZTF18aajtltx,60085.41049769986,2,274.3822986,58.4936389,1,17.7271,0.063977
ZTF18aajtltx,60085.41097219987,2,274.3823645,58.4936214,1,17.830528,0.07261369
ZTF18aajtltx,60085.42373839999,2,274.3823108,58.4936141,1,17.86928,0.06532061
ZTF18aajtltx,60087.38307869993,2,274.3823236,58.4936455,1,17.77916,0.08429053
ZTF18aajtltx,60087.41164349997,2,274.3823432,58.4936187,1,17.833832,0.0924894
ZTF18aajtltx,60087.412118100096,2,274.3822949,58.4936312,1,17.640804,0.09225388
ZTF18aajtltx,60087.43207179988,1,274.3822597,58.4936256,1,18.293383,0.12001245
ZTF18aajtltx,60087.43300929992,1,274.3822956,58.493649,1,18.30228,0.09464282
ZTF18aajtltx,60087.4484490999,1,274.3823141,58.4935999,1,18.440186,0.07223574
ZTF18aajtltx,60089.3889583,2,274.3823158,58.493634,1,17.600792,0.08378238
ZTF18aajtltx,60089.40628470015,1,274.382261,58.493637,1,18.684717,0.14733252
ZTF18aajtltx,60089.4067592998,1,274.3823005,58.4936716,1,18.295425,0.12714513
ZTF18aajtltx,60089.426076400094,1,274.3822801,58.4936229,1,18.380184,0.07294398
ZTF18aajtltx,60091.38961810013,2,274.3822544,58.4936554,1,17.827963,0.062593564
ZTF18aajtltx,60091.39059029985,2,274.3822985,58.4936472,1,17.695583,0.071532205
ZTF18aajtltx,60091.43571759993,1,274.3822764,58.4936694,1,18.278915,0.08090939
ZTF18aajtltx,60093.40506940009,2,274.3822727,58.4936367,1,17.755266,0.06771883
ZTF18aajtltx,60093.40554400021,2,274.3822776,58.4936322,1,17.703861,0.07890479
ZTF18aajtltx,60093.44946759986,1,274.3822207,58.4936438,1,18.2851,0.092713
ZTF18aajtltx,60093.45043980004,1,274.3823134,58.4936124,1,18.499834,0.07687444
ZTF18aajtltx,60098.35993060004,2,274.3821554,58.4936898,1,17.813723,0.07065033
ZTF18aajtltx,60098.36040510005,2,274.3823173,58.4936854,1,17.789373,0.069833845
ZTF18aajtltx,60098.38508100016,2,274.3823621,58.4936113,1,17.764624,0.09799011
ZTF18aajtltx,60098.43166670017,1,274.3822246,58.4936986,1,18.375584,0.14011836
ZTF18aajtltx,60098.432141200174,1,274.3824325,58.4935623,1,18.673546,0.13764547
ZTF18aajtltx,60098.446562500205,1,274.3822688,58.4936372,1,18.470379,0.088156305
ZTF18aajtltx,60100.19866900006,1,274.3823431,58.4936385,1,18.388458,0.09859717
ZTF18aajtltx,60100.22365739988,1,274.3822495,58.4936261,1,18.498009,0.12824507
ZTF18aajtltx,60100.224131899886,1,274.3823045,58.4936535,1,18.196383,0.12059374
ZTF18aajtltx,60100.28152780002,2,274.3823445,58.4936813,1,17.771269,0.060473833
ZTF18aajtltx,60100.2853472,2,274.3823432,58.4936367,1,17.831236,0.059966944
ZTF18aajtltx,60100.28582180012,2,274.3823443,58.4936409,1,17.528475,0.084577665
ZTF18aajtltx,60102.26096059987,1,274.3823147,58.493694,1,17.8743,0.2305998500000009
ZTF18aajtltx,60102.281400499865,1,274.3825657,58.4938359,1,18.9883,0.2305998500000009
ZTF18aajtltx,60104.36839119997,2,274.3822609,58.4936605,1,17.6479,0.103261
ZTF18aajtltx,60104.3698148001,2,274.3823299,58.4936218,1,17.655043,0.07002447
ZTF18aajtltx,60109.30899310019,1,274.3821741,58.4936894,1,18.256414,0.12278676
ZTF18aajtltx,60109.34456019988,2,274.3822414,58.4936458,1,17.631138,0.08905702
ZTF18aajtltx,60109.35906249983,2,274.3823606,58.4936522,1,17.64188,0.08929935
ZTF18aajtltx,60110.30469910009,1,274.3823124,58.4936008,1,18.653,0.135956
ZTF18aajtltx,60110.34372689994,2,274.3822813,58.4936381,1,17.8519,0.0653
ZTF18aajtltx,60111.39091440011,1,274.3820365,58.4937016,1,18.2465,0.2305998500000009
ZTF18aajtltx,60111.4518749998,2,274.3822564,58.4936698,1,17.75984,0.08540732
ZTF18aajtltx,60111.45376159996,2,274.3822811,58.4936546,1,17.6845,0.0758789
ZTF18aajtltx,60112.31015049992,2,274.3821629,58.4936372,1,17.869757,0.079043545
ZTF18aajtltx,60112.41002310021,1,274.3823148,58.4935785,1,18.544128,0.10290657
ZTF18aajtltx,60114.29223380005,1,274.3822633,58.4936974,1,18.313152,0.1481758
ZTF18aajtltx,60114.34725689981,2,274.3822958,58.4936176,1,17.663008,0.072567545
ZTF18aajtltx,60114.34819439985,2,274.382319,58.4936391,1,17.858393,0.0664683
ZTF18aajtltx,60114.434456000105,1,274.3821904,58.4936801,1,18.384933,0.07804351
ZTF18aajtltx,60115.34686340019,2,274.3822881,58.4936452,1,17.743551,0.06553368
ZTF18aajtltx,60115.40776620014,1,274.3823088,58.4936,1,18.445282,0.08281963
ZTF18aajtltx,60116.30697919987,2,274.3822888,58.49366,1,17.659279,0.08848543
ZTF18aajtltx,60116.34192130016,1,274.3822298,58.4937446,1,18.256193,0.13586798
ZTF18aajtltx,60117.33021989977,1,274.3823008,58.4936546,1,18.301407,0.07810383
ZTF18aajtltx,60117.36570600001,2,274.3823304,58.4936512,1,17.686655,0.09044767
ZTF18aajtltx,60118.36467589997,2,274.3822324,58.4936513,1,17.607458,0.08870253
ZTF18aajtltx,60118.38714119978,1,274.3822609,58.4937147,1,18.341785,0.10728175
ZTF18aajtltx,60118.38761569979,1,274.3823304,58.4935712,1,18.481598,0.10172748
ZTF18aajtltx,60118.48252309999,2,274.3823795,58.4935946,1,17.716305,0.0687105
ZTF18aajtltx,60119.27940970007,1,274.3823079,58.4936379,1,18.367525,0.06264824
ZTF18aajtltx,60119.34800929995,2,274.3823095,58.4936425,1,17.843845,0.07396468
ZTF18aajtltx,60120.35217589978,1,274.3822267,58.4936534,1,18.430952,0.072464876
ZTF18aajtltx,60120.37505789986,2,274.3822639,58.4936416,1,17.593872,0.078267835
ZTF18aajtltx,60120.38343749987,2,274.3822271,58.49367,1,17.740833,0.064295605
ZTF18aajtltx,60120.43027780019,1,274.3822485,58.4936077,1,18.49177,0.095895335
ZTF18aajtltx,60121.28403940005,2,274.3823208,58.4936594,1,17.708687,0.076529704
ZTF18aajtltx,60121.4070255002,1,274.3822653,58.4936299,1,18.348486,0.0671684
ZTF18aajtltx,60122.28457179992,2,274.382298,58.4936274,1,17.657137,0.08860961
ZTF18aajtltx,60122.42721060012,1,274.3822753,58.493633,1,18.475645,0.09100843
ZTF18aajtltx,60122.43023149995,1,274.3821779,58.4936718,1,18.280441,0.12095419
ZTF18aajtltx,60122.44707180001,2,274.382312,58.493654,1,17.769718,0.068048984
ZTF18aajtltx,60123.27513890015,1,274.382279,58.493643,1,18.390755,0.07785846
ZTF18aajtltx,60124.40564810019,1,274.3821269,58.493702,1,18.2402,0.105086
ZTF18aajtltx,60124.406122699846,1,274.3822205,58.4936549,1,18.471973,0.08980033
ZTF18aajtltx,60124.42587959999,2,274.382357,58.4936077,1,17.731169,0.08138359
ZTF18aajtltx,60124.44192129979,2,274.3823406,58.4936221,1,17.679283,0.08191937
ZTF18aajtltx,60125.27560190018,2,274.3823384,58.4936095,1,17.829199,0.079210624
ZTF18aajtltx,60125.31950230012,1,274.3823234,58.4936595,1,18.329985,0.10327341
ZTF18aajtltx,60126.341550900135,2,274.3822761,58.493644,1,17.58905,0.09656518
ZTF18aajtltx,60126.36023150012,2,274.3822937,58.4936554,1,17.768183,0.06605085
ZTF18aajtltx,60126.429004599806,1,274.382285,58.4936476,1,18.2517,0.116559
ZTF18aajtltx,60126.42946759984,1,274.3822449,58.4936266,1,18.444962,0.08273065
ZTF18aajtltx,60127.22150459979,1,274.3823256,58.4936153,1,18.50089,0.10810072
ZTF18aajtltx,60127.28162040003,2,274.3823753,58.4936646,1,17.743416,0.102079555
ZTF18aajtltx,60128.34395830007,2,274.3822959,58.493654,1,17.604788,0.085269116
ZTF18aajtltx,60128.44696759991,1,274.382148,58.4936441,1,18.362883,0.10382108
ZTF18aajtltx,60128.44743059995,1,274.3822941,58.4936051,1,18.134226,0.112006046
ZTF18aajtltx,60133.32709489996,1,274.3822949,58.493675,1,18.340069,0.123892665
ZTF18aajtltx,60133.37202550005,2,274.3822636,58.4936413,1,17.779018,0.095920876
ZTF18aajtltx,60134.38429399999,1,274.3822682,58.4936009,1,18.409883,0.073162444
ZTF18aajtltx,60134.38570600003,1,274.3822667,58.4936541,1,18.175707,0.085214734
ZTF18aajtltx,60134.43043980002,2,274.3822492,58.4936562,1,17.73148,0.077588394
ZTF18aajtltx,60134.44931709999,2,274.382269,58.4935845,1,17.66156,0.07007615
ZTF18aajtltx,60135.30241899984,2,274.382277,58.4936409,1,17.685001,0.0823871
ZTF18aajtltx,60136.30252309982,2,274.3822645,58.4936461,1,17.579998,0.08481122
ZTF18aajtltx,60136.35844910005,1,274.3823489,58.4935933,1,18.48165,0.09321824
ZTF18aajtltx,60136.39506939985,1,274.382235,58.4936373,1,18.165117,0.10429286
ZTF18aajtltx,60137.26711810008,2,274.3823551,58.4936355,1,17.719316,0.06328164
ZTF18aajtltx,60137.36268519983,1,274.3822593,58.4936417,1,18.382711,0.090481706
ZTF18aajtltx,60138.24350690004,1,274.3822765,58.4935951,1,18.1888,0.130549
ZTF18aajtltx,60138.28412039997,2,274.3823378,58.4936396,1,17.599611,0.07016072
ZTF18aajtltx,60138.36341439979,2,274.3822613,58.4936286,1,17.729368,0.070668325
ZTF18aajtltx,60138.39033559989,1,274.3822431,58.4936369,1,18.462376,0.101474315
ZTF18aajtltx,60139.24430559995,1,274.3823037,58.4936549,1,18.314238,0.09604081
ZTF18aajtltx,60139.27939809999,2,274.3823175,58.4936208,1,17.847752,0.073945254
ZTF18aajtltx,60140.33192129992,1,274.3822292,58.4936329,1,18.23834,0.12660587
ZTF18aajtltx,60140.33238429995,1,274.382248,58.4935921,1,18.701427,0.1741949
ZTF18aajtltx,60140.36568289995,1,274.3823646,58.4935986,1,18.573208,0.094243936
ZTF18aajtltx,60140.36614579987,1,274.3822227,58.4936538,1,18.253128,0.10253435
ZTF18aajtltx,60141.281423599925,2,274.3823341,58.4938562,1,17.4436,0.2305998500000009
ZTF18aajtltx,60141.29947920004,1,274.3823395,58.4938233,1,18.1239,0.2305998500000009
ZTF18aajtltx,60143.3505092999,2,274.3822925,58.4936091,1,17.821875,0.07277028
ZTF18aajtltx,60143.3707059999,2,274.3822243,58.4936219,1,17.709993,0.070782855
ZTF18aajtltx,60143.41356479982,1,274.3822264,58.4936385,1,18.29541,0.081924506
ZTF18aajtltx,60143.42825229978,1,274.3822217,58.4935751,1,18.451925,0.06951429
ZTF18aajtltx,60143.43493060023,1,274.382249,58.4936626,1,18.157722,0.113567255
ZTF18aajtltx,60145.24045140017,1,274.3823098,58.4936565,1,18.229002,0.13430862
ZTF18aajtltx,60145.28509260016,2,274.3823022,58.4936517,1,17.764156,0.07238274
ZTF18aajtltx,60145.28655089997,2,274.3823248,58.4936276,1,17.745958,0.089456744
ZTF18aajtltx,60145.30123839993,2,274.3823241,58.4936165,1,17.608599,0.066706076
ZTF18aajtltx,60145.32666670019,1,274.3823027,58.4936317,1,18.36341,0.08324822
ZTF18aajtltx,60145.32714120019,1,274.3823019,58.4935632,1,18.61893,0.12680112
ZTF18aajtltx,60147.2808333002,2,274.382308,58.493631,1,17.77658,0.07035851
ZTF18aajtltx,60147.28130789986,2,274.3823229,58.4936572,1,17.774014,0.071041375
ZTF18aajtltx,60147.28273149999,2,274.3822736,58.4936419,1,17.522324,0.124929495
ZTF18aajtltx,60147.30347219994,1,274.3822526,58.4936527,1,18.270645,0.124274
ZTF18aajtltx,60147.32318289997,1,274.3822678,58.4936129,1,18.474546,0.07862434
ZTF18aajtltx,60147.323657399975,1,274.382292,58.4936352,1,18.456324,0.073999785
ZTF18aajtltx,60149.26417820016,2,274.3822244,58.4935872,1,17.603207,0.048175406
ZTF18aajtltx,60149.26417820016,2,274.3822421,58.4935392,1,17.60087,0.10815887
ZTF18aajtltx,60149.33250000002,1,274.3822838,58.4936459,1,18.388123,0.09847222
ZTF18aajtltx,60149.34597219992,1,274.3822254,58.4936479,1,18.178041,0.12656021
