oid,mjd,fid,ra,dec,isdiffpos,mag_used,err_used
ZTF18aazeojq,60565.26519680023,2,307.7925139,51.1348261,-1,15.279304,0.1120036
ZTF18aazeojq,60565.30532409996,1,307.7924172,51.1347825,-1,15.801887,0.08672135
ZTF18aazeojq,60566.303101900034,1,307.7926452,51.1348805,-1,16.083094,0.05302273
ZTF18aazeojq,60566.32956020022,1,307.7924438,51.1348616,-1,15.6542,0.213395
ZTF18aazeojq,60566.33049769979,1,307.7924384,51.1348124,-1,15.672139,0.08175525
ZTF18aazeojq,60567.18112270022,2,307.7925651,51.1347782,-1,15.36797,0.05492614
ZTF18aazeojq,60567.24097219994,1,307.7924978,51.1347825,-1,15.930401,0.07181289
ZTF18aazeojq,60568.27871529991,1,307.792617,51.1348374,-1,15.871972,0.051566932
ZTF18aazeojq,60568.27871529991,1,307.7926169,51.1348378,-1,15.8717,0.050977
ZTF18aazeojq,60571.22681709984,2,307.7925901,51.1348235,-1,15.229445,0.08166874
ZTF18aazeojq,60571.22874999978,2,307.7926991,51.134908,-1,15.563339,0.11356104
ZTF18aazeojq,60571.270312500186,1,307.7925146,51.1349113,-1,15.790003,0.10212313
ZTF18aazeojq,60571.27078700019,1,307.7923675,51.1347612,-1,15.996542,0.08571883
ZTF18aazeojq,60571.271261599846,1,307.7923871,51.1348194,-1,15.804,0.021731
ZTF18aazeojq,60571.271261599846,1,307.7924281,51.1348569,-1,15.568616,0.1577248
ZTF18aazeojq,60571.30238430016,1,307.7925829,51.1348552,-1,16.143892,0.107280366
ZTF18aazeojq,60578.1826272998,1,307.792411,51.1348074,-1,15.767601,0.09302743
ZTF18aazeojq,60578.21848380007,2,307.7925865,51.1348205,-1,15.519082,0.15800542
ZTF18aazeojq,60578.240324100014,1,307.7923815,51.1348344,-1,15.689692,0.015564648
ZTF18aazeojq,60578.240324100014,1,307.7924635,51.1346645,-1,15.7114,0.087013
ZTF18aazeojq,60578.24078699993,1,307.7925082,51.1349131,-1,15.29607,0.16788916
ZTF18aazeojq,60580.14134259988,1,307.7925938,51.1348489,-1,15.959478,0.07825924
ZTF18aazeojq,60580.14181709988,1,307.7924343,51.134852,-1,15.8024,0.094494
ZTF18aazeojq,60580.142766200006,1,307.7924731,51.1348163,-1,15.685403,0.07057656
ZTF18aazeojq,60580.15995369991,2,307.7924697,51.1348276,-1,15.3069,0.140614
ZTF18aazeojq,60591.13318290003,2,307.7923846,51.1348873,-1,15.27856,0.1292696
ZTF18aazeojq,60591.184780099895,1,307.7925132,51.1348436,-1,16.08398,0.110641055
ZTF18aazeojq,60591.20269680023,1,307.7924004,51.1348579,-1,15.728083,0.016235637
ZTF18aazeojq,60591.20546300011,1,307.7924924,51.1348582,-1,15.794054,0.10954993
ZTF18aazeojq,60593.12143519986,1,307.792448,51.1347574,-1,15.814167,0.07496724
ZTF18aazeojq,60593.16122689983,2,307.792472,51.1348277,-1,15.609115,0.08158262
ZTF18aazeojq,60593.192881899886,2,307.7923972,51.1348867,-1,15.173242,0.09184339
ZTF18aazeojq,60593.19335650001,2,307.7924396,51.1348622,-1,15.078639,0.081855275
ZTF18aazeojq,60593.24049769994,1,307.7924157,51.1347955,-1,15.823598,0.07606385
ZTF18aazeojq,60593.240960599855,1,307.7924688,51.1348008,-1,15.576394,0.050912913
ZTF18aazeojq,60593.241435199976,1,307.7924148,51.1348544,-1,15.563749,0.1159629
ZTF18aazeojq,60596.15768520022,2,307.7925369,51.1347809,-1,15.26854,0.17550865
ZTF18aazeojq,60596.1706019002,1,307.792459,51.1347632,-1,15.743363,0.01821892
ZTF18aazeojq,60596.1706019002,1,307.7924827,51.1346167,-1,15.743,0.09717
ZTF18aazeojq,60596.193715299945,1,307.7923778,51.1348234,-1,15.553427,0.090541326
ZTF18aazeojq,60596.19418979995,1,307.7925546,51.1348435,-1,15.816161,0.10511313
ZTF18aazeojq,60598.115115699824,2,307.7923892,51.1348414,-1,15.324239,0.17692249
ZTF18aazeojq,60598.136377300136,2,307.7924706,51.1348117,-1,15.434569,0.13445997
ZTF18aazeojq,60598.1554744998,1,307.7926194,51.1348586,-1,16.4643,0.177038
ZTF18aazeojq,60598.15594909992,1,307.7925918,51.1347878,-1,16.231134,0.08293986
ZTF18aazeojq,60598.19665510021,1,307.792391,51.1348557,-1,15.930682,0.08311383
ZTF18aazeojq,60600.20718749985,2,307.7923769,51.1348155,-1,15.151854,0.057534568
ZTF18aazeojq,60600.261377300136,1,307.7924795,51.1348124,-1,15.726652,0.06712379
ZTF18aazeojq,60600.2855440001,1,307.7924428,51.1347771,-1,15.634057,0.0679384
ZTF18aazeojq,60600.286018500105,1,307.7926415,51.1348646,-1,16.029726,0.08107763
ZTF18aazeojq,60600.28649310023,1,307.79245,51.1348573,-1,15.609192,0.023256898
ZTF18aazeojq,60603.1229514,1,307.7924651,51.1348822,-1,15.391322,0.14323509
ZTF18aazeojq,60603.123425900005,1,307.7924605,51.134776,-1,15.625681,0.059103902
ZTF18aazeojq,60603.123900500126,1,307.7925715,51.1348528,-1,15.804818,0.08679926
ZTF18aazeojq,60603.12437500013,1,307.7924704,51.1347344,-1,15.741258,0.075741276
ZTF18aazeojq,60603.12437500013,1,307.7924704,51.1347344,-1,15.7413,0.075741
ZTF18aazeojq,60603.16203700006,2,307.7925542,51.1348388,-1,15.195477,0.08210888
ZTF18aazeojq,60603.193993099965,2,307.7923705,51.1348268,-1,15.154268,0.059267323
ZTF18aazeojq,60607.13906250009,1,307.7923519,51.1348219,-1,15.939721,0.10294544
ZTF18aazeojq,60607.15479170019,2,307.7922962,51.1348045,-1,15.574892,0.019122347
ZTF18aazeojq,60607.15479170019,2,307.792294,51.1347323,-1,15.5251,0.054684
ZTF18aazeojq,60609.1128934999,1,307.7925541,51.1348327,-1,15.876067,0.09537594
ZTF18aazeojq,60609.1128934999,1,307.7925541,51.1348327,-1,15.8761,0.095376
ZTF18aazeojq,60609.143101899885,2,307.7925627,51.1347965,-1,15.154022,0.062326983
ZTF18aazeojq,60609.15766200004,2,307.7925648,51.1348246,-1,15.368772,0.11362735
ZTF18aazeojq,60609.176990699954,1,307.7925328,51.134776,-1,15.672997,0.076639436
ZTF18aazeojq,60609.17745369999,1,307.7924822,51.1348165,-1,15.506971,0.045456566
ZTF18aazeojq,60615.22427080013,1,307.7924714,51.1348906,-1,15.27058,0.13306384
ZTF18aazeojq,60615.22474539978,1,307.7924866,51.1347575,-1,15.564019,0.065210305
ZTF18aazeojq,60615.22521989979,1,307.7925241,51.1348292,-1,15.951496,0.083492145
ZTF18aazeojq,60615.22569439979,1,307.7924665,51.134738,-1,15.768355,0.08154353
ZTF18aazeojq,60615.24743060023,2,307.7925986,51.1347976,-1,15.572007,0.13706242
ZTF18aazeojq,60615.24789350014,2,307.7925193,51.1348271,-1,15.165865,0.08728931
ZTF18aazeojq,60615.2488425998,2,307.7923777,51.1348092,-1,15.144813,0.04478399
ZTF18aazeojq,60618.10165510001,2,307.7924648,51.1348168,-1,15.221722,0.1030853
ZTF18aazeojq,60618.10259260005,2,307.7924152,51.1347871,-1,15.19959,0.013645438
ZTF18aazeojq,60618.10259260005,2,307.7923644,51.1347569,-1,15.2776,0.053314
ZTF18aazeojq,60618.11781249987,1,307.7925086,51.134818,-1,15.887012,0.06857463
ZTF18aazeojq,60618.118286999874,1,307.7924929,51.1347108,-1,15.791378,0.045058288
ZTF18aazeojq,60620.0928588002,2,307.7925565,51.1348253,-1,15.867692,0.10176473
ZTF18aazeojq,60620.174722199794,1,307.792526,51.1347143,-1,15.988337,0.08379695
ZTF18aazeojq,60620.17519679992,1,307.7924241,51.1347987,-1,15.7597,0.048649
ZTF18aazeojq,60620.182118100114,1,307.7925584,51.1348651,-1,16.140717,0.114970565
ZTF18aazeojq,60622.10280090012,1,307.7925329,51.1348466,-1,16.41504,0.12356507
ZTF18aazeojq,60622.10328700021,1,307.7924626,51.1347126,-1,15.86466,0.05779499
ZTF18aazeojq,60622.103761599865,1,307.7924653,51.1346712,-1,16.1068,0.076398
ZTF18aazeojq,60622.11493059993,1,307.7928589,51.1346962,-1,15.9603,0.126872
ZTF18aazeojq,60622.11493059993,1,307.7923173,51.1349004,-1,16.145697,0.024167053
ZTF18aazeojq,60622.13969910005,2,307.7922886,51.1345874,-1,16.444,0.074608
ZTF18aazeojq,60622.14412039984,2,307.7923562,51.1347912,-1,15.447795,0.04143564
ZTF18aazeojq,60625.09848379996,1,307.7925143,51.134713,-1,16.08841,0.10644908
ZTF18aazeojq,60625.14261570014,2,307.7926821,51.134813,-1,15.481843,0.17257673
ZTF18aazeojq,60625.14402779983,2,307.7923488,51.1348371,-1,15.410335,0.11384076
ZTF18aazeojq,60625.179571799934,1,307.7923997,51.1347798,-1,15.888222,0.10053233
ZTF18aazeojq,60627.09253469994,2,307.7925542,51.1347712,-1,15.054826,0.09552636
ZTF18aazeojq,60627.11428239988,2,307.7924132,51.1347999,-1,15.150693,0.05315712
ZTF18aazeojq,60627.16646989994,1,307.7924985,51.1347956,-1,15.96456,0.04873957
ZTF18aazeojq,60627.16693289997,1,307.792554,51.1346315,-1,15.6454,0.041226
ZTF18aazeojq,60627.2062615999,1,307.7924423,51.1349181,-1,15.623767,0.047304668
ZTF18aazeojq,60627.20721059991,1,307.792504,51.1347196,-1,15.678996,0.054738455
ZTF18aazeojq,60629.11884259991,2,307.7924589,51.1347839,-1,15.344391,0.057460364
ZTF18aazeojq,60629.1384838,2,307.7925204,51.1347834,-1,15.423879,0.07614434
ZTF18aazeojq,60629.20028939983,1,307.7924862,51.1348031,-1,15.986998,0.052743003
ZTF18aazeojq,60629.20076389983,1,307.79242,51.1348226,-1,16.225323,0.092630334
ZTF18aazeojq,60629.20315970015,1,307.7924076,51.1348842,-1,15.858463,0.024471948
ZTF18aazeojq,60629.2036342998,1,307.7923963,51.1347864,-1,15.780223,0.07559158
ZTF18aazeojq,60632.10391200008,1,307.792464,51.1348719,-1,15.388735,0.1747913
ZTF18aazeojq,60632.11495369999,1,307.7926313,51.1348511,-1,16.280214,0.14308994
ZTF18aazeojq,60632.13664350007,1,307.7925523,51.1347506,-1,16.077929,0.076794535
ZTF18aazeojq,60634.10159720015,2,307.7923429,51.1347925,-1,15.431658,0.07740833
ZTF18aazeojq,60634.116088000126,2,307.7924695,51.1348114,-1,15.347143,0.10171412
ZTF18aazeojq,60634.139317099936,1,307.7923764,51.1347455,-1,15.957831,0.076089546
ZTF18aazeojq,60634.162743099965,1,307.7925472,51.1347909,-1,16.41357,0.10633088
ZTF18aazeojq,60634.16320599988,1,307.7924703,51.1346744,-1,16.1955,0.090841
ZTF18aazeojq,60634.23978010006,1,307.7929057,51.134873,-1,15.8525,0.11822
ZTF18aazeojq,60634.23978010006,1,307.7924204,51.1348791,-1,16.14998,0.029652612
ZTF18aazeojq,60636.09675930021,1,307.7924351,51.1348377,-1,15.483585,0.06999788
ZTF18aazeojq,60636.09723380022,1,307.79249,51.134746,-1,15.623021,0.05700067
ZTF18aazeojq,60636.09865739988,1,307.7925693,51.1348499,-1,15.724034,0.0729733
ZTF18aazeojq,60636.204976900015,2,307.7923333,51.1347871,-1,15.17432,0.03220759
ZTF18aazeojq,60636.22217589989,2,307.7924248,51.1348605,-1,15.328981,0.031228123
ZTF18aazeojq,60636.222650500014,2,307.7924477,51.1348301,-1,15.019552,0.07028437
ZTF18aazeojq,60636.26324070012,1,307.7928985,51.1348773,-1,15.5041,0.015998
ZTF18aazeojq,60636.26324070012,1,307.7924221,51.134864,-1,15.559636,0.075663194
ZTF18aazeojq,60636.26324070012,1,307.7928793,51.1348115,-1,15.504119,0.015998024
ZTF18aazeojq,60639.12118060002,1,307.7924677,51.1347439,-1,15.7281,0.060351
ZTF18aazeojq,60639.13568289997,1,307.7925037,51.1348724,-1,15.149634,0.1021331
ZTF18aazeojq,60639.136157399975,1,307.7924376,51.1347762,-1,15.699329,0.095025286
ZTF18aazeojq,60639.162419000175,2,307.7925372,51.1348065,-1,15.127319,0.063481376
ZTF18aazeojq,60643.10049769981,1,307.7925608,51.1348457,-1,16.3564,0.085648
ZTF18aazeojq,60643.10097219981,1,307.7923626,51.1347467,-1,16.0622,0.104328
ZTF18aazeojq,60643.13244209997,1,307.7923709,51.1347548,-1,15.7838,0.092432
ZTF18aazeojq,60643.17709490005,2,307.7925489,51.1347334,-1,15.4866,0.080219
ZTF18aazeojq,60643.203530100174,2,307.7923935,51.1347738,-1,15.5583,0.05182
ZTF18aazeojq,60645.11657410022,2,307.7924307,51.134829,-1,15.1459,0.071343
ZTF18aazeojq,60645.11704860022,2,307.7926094,51.1348443,-1,15.5878,0.131847
ZTF18aazeojq,60645.12084490014,2,307.7924721,51.1348374,-1,15.1522,0.106598
ZTF18aazeojq,60647.12152779987,1,307.7925465,51.1347135,-1,16.3174,0.069344
ZTF18aazeojq,60647.12200229988,1,307.7923807,51.134832,-1,15.5038,0.043138
ZTF18aazeojq,60649.18564809999,1,307.7924021,51.1348014,-1,16.2687,0.074444
ZTF18aazeojq,60649.21645830013,2,307.7922619,51.1347972,-1,15.362799,0.0962359
ZTF18aazeojq,60651.09554400016,1,307.7924044,51.1348262,-1,15.4967,0.07494
ZTF18aazeojq,60651.09601850016,1,307.792529,51.1348824,-1,15.3414,0.177016
ZTF18aazeojq,60651.09650459979,1,307.7924293,51.1347869,-1,15.8825,0.075036
ZTF18aazeojq,60651.09696759982,1,307.7925923,51.1348651,-1,15.9168,0.094761
ZTF18aazeojq,60651.11538190022,2,307.7925289,51.1348478,-1,15.1945,0.050569
ZTF18aazeojq,60651.11820599996,2,307.7926226,51.1347693,-1,15.2592,0.051312
ZTF18aazeojq,60651.12156250002,2,307.7926895,51.1348258,-1,15.6558,0.100861
ZTF18aazeojq,60653.15799769992,1,307.7923345,51.1347933,-1,16.0208,0.087639
ZTF18aazeojq,60655.11832180014,1,307.7924853,51.1346704,-1,15.7897,0.054823
ZTF18aazeojq,60655.12664349983,1,307.7925021,51.1346538,-1,16.1526,0.050457
ZTF18aazeojq,60655.12908559991,1,307.792572,51.1348345,-1,16.096266,0.061270107
ZTF18aazeojq,60660.114467599895,1,307.7924075,51.1348142,-1,15.5721,0.056284
ZTF18aazeojq,60660.13510419987,2,307.7923658,51.1348085,-1,15.2641,0.058355
ZTF18aazeojq,60660.160486099776,2,307.7924625,51.1348602,-1,15.189569,0.031385124
ZTF18aazeojq,60663.104282400105,1,307.7924593,51.1347841,-1,15.673198,0.06582906
ZTF18aazeojq,60663.1146644,2,307.7924821,51.1348051,-1,15.304172,0.055366725
ZTF18aazeojq,60663.1151389,2,307.792611,51.1347866,-1,15.622147,0.091989286
ZTF18aazeojq,60664.12287040008,1,307.7923522,51.1347301,-1,15.988588,0.09047359
ZTF18aazeojq,60664.13532410003,2,307.792568,51.1347481,-1,15.344804,0.08716438
ZTF18aazeojq,60665.10148150008,1,307.7924413,51.1348715,-1,16.17707,0.117775545
ZTF18aazeojq,60665.101956000086,1,307.7922881,51.1348314,-1,15.979704,0.0636179
ZTF18aazeojq,60665.11607640004,2,307.7922388,51.1347946,-1,15.669987,0.070855305
ZTF18aazeojq,60666.11444440018,1,307.7924666,51.1347103,-1,15.916761,0.07459451
ZTF18aazeojq,60666.13974539982,2,307.7925332,51.1347938,-1,15.281,0.122752
ZTF18aazeojq,60667.103761599865,1,307.792373,51.134894,-1,15.963121,0.14320442
ZTF18aazeojq,60667.11450230004,1,307.7924499,51.1346103,-1,16.5596,0.083809
ZTF18aazeojq,60668.09346059989,2,307.7925397,51.1348161,-1,15.0781,0.120713
ZTF18aazeojq,60668.095347200055,2,307.7923232,51.134779,-1,15.374458,0.052673593
ZTF18aazeojq,60668.123136600014,1,307.7924373,51.1348009,-1,15.9646,0.094448
ZTF18aazeojq,60672.11541670002,2,307.7924177,51.1346704,-1,15.4681,0.051578
ZTF18aazeojq,60672.133784700185,1,307.7926923,51.1347985,-1,15.719148,0.04123453
ZTF18aazeojq,60673.101666700095,1,307.7924909,51.1348945,-1,15.168727,0.1599801
ZTF18aazeojq,60674.10243060021,1,307.792432,51.1347513,-1,15.690031,0.054290906
ZTF18aazeojq,60677.10282409983,1,307.7924704,51.1348922,-1,15.4477,0.21529
ZTF18aazeojq,60677.10328700021,1,307.792359,51.1347553,-1,15.695021,0.06661323
ZTF18aazeojq,60677.10328700021,1,307.7923467,51.1347944,-1,15.711303,0.017801214
ZTF18aazeojq,60677.1160300998,2,307.7923174,51.1348833,-1,15.215638,0.07527896
ZTF18aazeojq,60679.1011458002,1,307.7924639,51.1348718,-1,15.218687,0.12285946
ZTF18aazeojq,60679.10162039986,1,307.7923898,51.1347587,-1,15.720792,0.073842585
ZTF18aazeojq,60739.49078699993,2,307.792645,51.1348271,-1,15.640684,0.120915726
ZTF18aazeojq,60739.54434029991,1,307.7925045,51.1347973,-1,15.986525,0.07274414
ZTF18aazeojq,60750.47744210018,2,307.7927816,51.1348395,-1,15.785218,0.11756956
ZTF18aazeojq,60750.47790510021,2,307.7924852,51.1347499,-1,15.204648,0.12448225
ZTF18aazeojq,60750.51276620012,1,307.7924024,51.1347707,-1,15.714467,0.066794686
ZTF18aazeojq,60750.51324070012,1,307.7924201,51.13487,-1,15.580185,0.08902299
ZTF18aazeojq,60750.51530090021,1,307.7924869,51.1347931,-1,15.913061,0.08016398
ZTF18aazeojq,60750.51576389978,1,307.7925198,51.1346557,-1,15.9263,0.05728
ZTF18aazeojq,60753.51021989994,1,307.792526,51.1348604,-1,15.072906,0.10220421
ZTF18aazeojq,60753.51069439994,1,307.7924633,51.1347722,-1,15.808466,0.05508802
ZTF18aazeojq,60754.48765050015,2,307.7924567,51.1348336,-1,15.279681,0.12785992
ZTF18aazeojq,60756.50026619993,1,307.7925892,51.1348763,-1,15.118758,0.11255012
ZTF18aazeojq,60756.51018519979,2,307.7924414,51.1348272,-1,15.081953,0.07785423
ZTF18aazeojq,60757.46207180014,1,307.7923808,51.1347727,-1,15.785103,0.10285314
ZTF18aazeojq,60757.463993099984,1,307.7925572,51.1348273,-1,15.890305,0.09198264
ZTF18aazeojq,60757.51238430012,2,307.7925336,51.1347983,-1,15.668,0.163261
ZTF18aazeojq,60757.5147338002,2,307.7923589,51.1348194,-1,15.420866,0.1118013
ZTF18aazeojq,60758.46682870016,1,307.7923508,51.1348953,-1,15.292414,0.083106786
ZTF18aazeojq,60758.46730320016,1,307.7924425,51.1347791,-1,15.544825,0.05405846
ZTF18aazeojq,60758.51046299981,2,307.7924192,51.1348662,-1,15.114947,0.04381208
ZTF18aazeojq,60759.446678199805,2,307.7925892,51.134812,-1,15.176235,0.08754989
ZTF18aazeojq,60759.44715279993,2,307.7924997,51.134719,-1,15.483401,0.09382669
ZTF18aazeojq,60759.5124884001,1,307.792545,51.1348592,-1,15.817173,0.08711186
ZTF18aazeojq,60759.51296300022,1,307.7923558,51.1347963,-1,15.825507,0.058812194
ZTF18aazeojq,60761.46760419989,2,307.7924658,51.1348694,-1,14.91790455,0.07590825
ZTF18aazeojq,60770.464826399926,2,307.7924865,51.1347083,-1,15.1518,0.054347
ZTF18aazeojq,60770.52040510019,1,307.7925836,51.1347084,-1,15.7821,0.035777
ZTF18aazeojq,60771.47072920017,2,307.792486,51.1347797,-1,15.5182,0.122172
ZTF18aazeojq,60771.471203700174,2,307.792341,51.1347901,-1,15.2527,0.059878
ZTF18aazeojq,60771.49350690004,1,307.7926098,51.1348337,-1,15.8152,0.08239
ZTF18aazeojq,60771.49398150016,1,307.7925254,51.1347809,-1,15.5491,0.075015
ZTF18aazeojq,60772.4929630002,2,307.7924348,51.1348062,-1,15.291848,0.088455774
ZTF18aazeojq,60773.38222219981,2,307.7927023,51.1348629,-1,15.083038,0.07385934
ZTF18aazeojq,60773.42883099988,2,307.7924344,51.1348839,-1,15.135943,0.08514852
ZTF18aazeojq,60773.5003819,1,307.7925919,51.1348431,-1,15.773455,0.097385265
ZTF18aazeojq,60774.46930560004,1,307.7924433,51.1348308,-1,15.748749,0.09098847
ZTF18aazeojq,60774.5168980998,2,307.7925191,51.1348536,-1,15.188069,0.1420816
ZTF18aazeojq,60775.45387730002,2,307.7923885,51.1348385,-1,15.145915,0.076527916
ZTF18aazeojq,60775.489467599895,1,307.7924274,51.1348244,-1,15.576177,0.076639414
ZTF18aazeojq,60776.465625000186,1,307.7925767,51.1348399,-1,15.838924,0.07975321
ZTF18aazeojq,60776.46608800022,1,307.7924567,51.1348326,-1,15.8644,0.0998
ZTF18aazeojq,60776.4947106,1,307.7924392,51.1348679,-1,15.487531,0.013962935
ZTF18aazeojq,60781.475821800064,1,307.7924529,51.134815,-1,15.5429,0.058612127
ZTF18aazeojq,60785.46535879979,1,307.792462,51.1347569,-1,16.0098,0.094516
ZTF18aazeojq,60786.42483799998,2,307.7923817,51.1348349,-1,15.212625,0.083301656
ZTF18aazeojq,60786.42483799998,2,307.7923817,51.1348349,-1,15.2126,0.083302
ZTF18aazeojq,60787.45533559984,1,307.7925086,51.1348238,-1,15.866709,0.076663375
ZTF18aazeojq,60787.45581019996,1,307.7924324,51.134774,-1,15.639704,0.07725456
ZTF18aazeojq,60787.46997690015,2,307.7924715,51.134799,-1,15.129643,0.11303853
ZTF18aazeojq,60788.48667819984,1,307.7923723,51.1345182,-1,15.4659,0.166351
ZTF18aazeojq,60789.43407410011,2,307.7923496,51.134821,-1,15.543291,0.11226153
ZTF18aazeojq,60789.43454860011,2,307.7920486,51.1346376,-1,16.3035,0.099206
ZTF18aazeojq,60794.50033560023,1,307.7924381,51.1347788,-1,15.729689,0.048057288
ZTF18aazeojq,60797.42460650019,2,307.7926479,51.1347969,-1,15.7213,0.165346
ZTF18aazeojq,60797.46975689987,1,307.7924448,51.1348081,-1,15.657836,0.08866498
ZTF18aazeojq,60797.4702198999,1,307.7924148,51.1347518,-1,15.77848,0.105828255
ZTF18aazeojq,60797.49736109981,1,307.7925662,51.1348356,-1,15.913159,0.10648263
ZTF18aazeojq,60802.48879629979,2,307.7923392,51.1348023,-1,15.267391,0.035244666
ZTF18aazeojq,60802.48927079979,2,307.7923617,51.134768,-1,15.60377,0.07644255
ZTF18aazeojq,60804.45340280002,1,307.792472,51.1348741,-1,15.597992,0.14157979
ZTF18aazeojq,60804.47488430003,1,307.7923348,51.134679,-1,16.573,0.038906
ZTF18aazeojq,60804.48972220021,2,307.792369,51.1347273,-1,15.616264,0.102053046
ZTF18aazeojq,60805.43011569977,2,307.7923419,51.1348494,-1,15.204818,0.061676197
ZTF18aazeojq,60805.45273149992,1,307.792449,51.1348547,-1,15.661343,0.058895342
ZTF18aazeojq,60805.4634027998,1,307.7925382,51.1348199,-1,15.858634,0.10969311
ZTF18aazeojq,60806.36728010001,2,307.7924785,51.1348325,-1,14.91790455,0.10083704
ZTF18aazeojq,60806.4536342998,1,307.7925074,51.1348044,-1,15.547359,0.075442016
ZTF18aazeojq,60807.39094909979,2,307.7922819,51.1348089,-1,15.7161,0.05583602
ZTF18aazeojq,60807.40097220009,2,307.7924133,51.1347828,-1,15.93193,0.10343562
ZTF18aazeojq,60807.43728009984,1,307.792394,51.1347681,-1,15.988982,0.11205595
ZTF18aazeojq,60807.44645830011,1,307.7923997,51.134788,-1,16.323938,0.09144007
ZTF18aazeojq,60811.37988429982,2,307.7924894,51.1348469,-1,15.071528,0.08950495
ZTF18aazeojq,60811.38035879983,2,307.7924051,51.1348441,-1,15.325717,0.10537338
ZTF18aazeojq,60811.41040509986,2,307.7925498,51.1348121,-1,15.686672,0.14579754
ZTF18aazeojq,60811.449780100025,1,307.7924422,51.1347948,-1,15.697301,0.08225651
ZTF18aazeojq,60811.45273149992,1,307.7926093,51.1348619,-1,15.970974,0.13103607
ZTF18aazeojq,60811.471226899885,1,307.7924683,51.1347697,-1,15.918502,0.07469604
ZTF18aazeojq,60815.44405090017,1,307.7924532,51.1348434,-1,15.425496,0.07437625
ZTF18aazeojq,60815.467175900005,1,307.792515,51.1348748,-1,15.150833,0.13851263
ZTF18aazeojq,60816.36799769988,1,307.7924827,51.1347985,-1,15.968313,0.08164545
ZTF18aazeojq,60816.36847219989,1,307.7925127,51.1347927,-1,15.953549,0.066622406
ZTF18aazeojq,60816.43157410016,2,307.7924275,51.134836,-1,15.304678,0.10594436
ZTF18aazeojq,60817.36741899978,1,307.792503,51.1348724,-1,15.319952,0.17789628
ZTF18aazeojq,60817.42246530019,2,307.7924384,51.134859,-1,15.374902,0.08504246
ZTF18aazeojq,60817.44832180021,1,307.7924142,51.1347989,-1,15.673677,0.10117171
ZTF18aazeojq,60818.42637730017,2,307.7924322,51.1348202,-1,15.055906,0.09524004
ZTF18aazeojq,60818.42732639983,2,307.7925304,51.1348497,-1,15.453264,0.093205325
ZTF18aazeojq,60818.45067129983,1,307.7925753,51.1348571,-1,15.691947,0.07661698
ZTF18aazeojq,60818.45114579983,1,307.7924134,51.1348401,-1,15.527717,0.060292434
ZTF18aazeojq,60819.42932870006,1,307.7924413,51.134871,-1,15.522356,0.12755348
ZTF18aazeojq,60821.32591440016,1,307.7923674,51.1348373,-1,15.213459,0.08954998
ZTF18aazeojq,60821.32686340017,1,307.792618,51.1347933,-1,15.585702,0.052077577
ZTF18aazeojq,60821.32733799983,1,307.7924337,51.1348018,-1,15.544704,0.053274784
ZTF18aazeojq,60821.36276620021,2,307.7924029,51.1348306,-1,15.016969,0.091924295
ZTF18aazeojq,60821.36371529987,2,307.7923997,51.1348728,-1,14.950305,0.09048304
ZTF18aazeojq,60823.32289349986,1,307.7924527,51.1347743,-1,15.721484,0.11674261
ZTF18aazeojq,60823.323368099984,1,307.7924813,51.1348618,-1,15.380907,0.1735049
ZTF18aazeojq,60823.32585649984,1,307.7926646,51.1348496,-1,16.090128,0.06996012
ZTF18aazeojq,60823.32633099984,1,307.7923605,51.1348046,-1,15.8613,0.100632
ZTF18aazeojq,60823.37273149984,2,307.7924914,51.1347764,-1,15.6881,0.168214
ZTF18aazeojq,60823.37320599984,2,307.7924398,51.1348358,-1,15.5939,0.020433
ZTF18aazeojq,60826.44971060008,2,307.7924106,51.1349149,-1,15.399942,0.08023832
ZTF18aazeojq,60830.40962960012,1,307.7923469,51.134831,-1,15.611,0.086386
ZTF18aazeojq,60831.36724539986,1,307.7925557,51.1348243,-1,15.7756,0.108143
ZTF18aazeojq,60831.38672449999,1,307.7924243,51.1348763,-1,15.604432,0.06824881
ZTF18aazeojq,60832.42795140017,2,307.7924469,51.1348663,-1,15.43456,0.13363342
ZTF18aazeojq,60833.42884259997,1,307.7925022,51.1347125,-1,15.3898,0.138356
ZTF18aazeojq,60833.42884259997,1,307.7924863,51.1348496,-1,15.6236,0.013786
ZTF18aazeojq,60834.38646990014,1,307.7924777,51.1348431,-1,15.731315,0.082135044
ZTF18aazeojq,60835.37760420004,2,307.7926527,51.1348439,-1,15.579427,0.13913259
ZTF18aazeojq,60835.37902780017,2,307.7923794,51.1348718,-1,15.350987,0.13613062
ZTF18aazeojq,60835.42785880016,1,307.7925378,51.1348461,-1,15.942445,0.051334202
ZTF18aazeojq,60835.45562499994,1,307.7924066,51.1348779,-1,15.634868,0.18674526
ZTF18aazeojq,60835.45609949995,1,307.792361,51.1348509,-1,15.895145,0.08073334
ZTF18aazeojq,60836.40998840006,2,307.7925364,51.1347872,-1,15.293538,0.05814709
ZTF18aazeojq,60836.4259722,1,307.7924814,51.1346911,-1,16.0046,0.066332
ZTF18aazeojq,60838.40936340019,2,307.7923901,51.1348648,-1,15.529978,0.07088553
ZTF18aazeojq,60838.410786999855,2,307.7923065,51.1347794,-1,15.3923,0.043013267
ZTF18aazeojq,60838.454074100126,1,307.7924702,51.1348036,-1,15.953803,0.079384655
ZTF18aazeojq,60838.45454860013,1,307.7924986,51.1348049,-1,16.031784,0.07738909
